,Epoch Time,Z1 Smp Temp,Z1 BlkTemp,Z1 HeatSink,Z1 QPID,Z1 Iset,Z1 Imea,Z1 Vset,Z1 Vmea,Z1 ControlState,Z1 PID0 SP,Z1 PID0PV,Z1 PID0I,Z1 PID0 M,Z1 PID0 B,Z1 PID0 Y,Z1 PID0 FFWD,Z1 PID0 DT,Z1 PID1 SP,Z1 PID1 PV,Z1 PID1 I,Z1 PID1 M,Z1 PID1 B,Z1 PID1 Y,Z1 PID1 FFWD,Cover Temperature
,49.99900007,60.5857,60.6414,34.0407,-21.591,0.5666,0.7118,3.0883,2.6966,4,30,30.3207,-0.21,-53.9774,-51.6198,30.3276,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.986
,50.2019999,60.5875,60.5975,33.9121,-21.7024,0.5539,0.7548,3.0506,2.6589,4,30,30.2988,-0.2471,-52.9327,-54.3123,30.299,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.008
,50.40199995,60.586,60.5442,33.9121,-20.6325,0.6285,0.728,3.2356,2.8349,4,30,30.2673,-0.2354,-52.6116,-56.1513,30.2743,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.943
,50.602,60.5814,60.4905,33.9765,-19.4054,0.6971,0.728,3.3903,2.992,4,30,30.2453,-0.2422,-48.5135,-57.3599,30.2495,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.029
,50.80200005,60.5742,60.4565,33.8477,-21.0592,0.5784,0.7683,3.0887,2.7154,4,30,30.2283,-0.2165,-52.648,-58.929,30.228,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.073
,51.00200009,60.5644,60.3982,34.0407,-18.6304,0.7351,0.8354,3.4684,3.0423,4,30,30.1991,-0.2409,-46.576,-60.1601,30.202,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.094
,51.2019999,60.5521,60.3594,34.1049,-19.6558,0.6686,0.9241,3.3043,2.904,4,30,30.1797,-0.2218,-52.5282,-61.5857,30.183,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.051
,51.40199995,60.5382,60.3205,33.7832,-19.0829,0.7036,0.8032,3.3865,3.0046,4,30,30.1603,-0.2005,-47.7146,-62.4823,30.1616,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.986
,51.602,60.5231,60.2914,33.9765,-19.311,0.6958,0.7629,3.3733,2.9669,4,30,30.1457,-0.1454,-48.2775,-63.4914,30.1486,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.964
,51.80200005,60.5069,60.2622,33.9121,-19.802,0.6596,0.9026,3.2796,2.8789,4,30,30.1311,-0.1968,-49.5049,-64.13,30.1286,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.051
,52.00200009,60.4897,60.2332,33.8477,-19.3239,0.689,0.7844,3.3488,2.948,4,30,30.1166,-0.1382,-48.3098,-64.8388,30.1153,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.964
,52.2019999,60.4719,60.2089,34.2328,-19.6293,0.6569,0.8784,3.2579,2.8851,4,30,30.1045,-0.1514,-49.0732,-65.5023,30.1046,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.073
,52.40199995,60.4537,60.1846,34.2328,-19.364,0.6807,0.8703,3.3215,2.2,4,30,30.0923,-0.1479,-48.4099,-65.9404,30.0902,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.008
,52.602,60.4352,60.1602,34.1049,-18.7625,0.7103,0.8999,3.3838,2.992,4,30,30.0801,-0.1153,-46.9061,-66.3095,30.083,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.073
,52.80200005,60.4168,60.1409,34.1049,-18.0115,0.7571,0.7629,3.4959,3.0989,4,30,30.0705,-0.0557,-45.0287,-66.7591,30.0745,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.986
,53.00200009,60.398,60.1214,34.2328,-18.2496,0.7335,0.8864,3.4299,3.0109,4,30,30.0607,-0.1486,-45.6241,-67.0332,30.0635,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.073
,53.2019999,60.3792,60.1067,34.2328,-19.1427,0.6881,0.9885,3.33,2.9417,4,30,30.0534,-0.1227,-47.8567,-67.2502,30.0513,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.008
,53.40199995,60.3605,60.0826,34.2966,-17.5151,0.7824,0.967,3.5493,3.1366,4,30,30.0413,-0.0922,-43.7877,-67.3896,30.0406,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.008
,53.602,60.3417,60.0631,34.0407,-17.1726,0.8149,0.9375,3.6382,3.212,4,30,30.0315,-0.0974,-42.9315,-67.4488,30.033,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.964
,53.80200005,60.3235,60.0532,34.1689,-17.4378,0.7862,0.9375,3.5564,3.1491,4,30,30.0266,-0.0437,-43.5946,-67.5516,30.0275,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.051
,54.00200009,60.306,60.0532,33.9121,-18.1945,0.7345,0.9187,3.4274,3.0109,4,30,30.0266,-0.0052,-45.4863,-67.7517,30.0267,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.008
,54.2019999,60.2892,60.0436,34.2966,-17.8798,0.7618,0.8972,3.5006,3.1051,4,30,30.0218,-0.0821,-44.6995,-67.8331,30.0222,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.073
,54.40199995,60.2729,60.0339,34.1689,-17.2175,0.7838,0.9697,3.5343,3.124,4,30,30.017,-0.0319,-43.0438,-67.9025,30.0178,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.008
,54.602,60.257,60.0192,34.1049,-16.6862,0.8361,1.0261,3.6787,3.2749,4,30,30.0096,-0.0732,-41.7154,-67.8295,30.0116,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.008
,54.80200005,60.2416,60.0192,34.2966,-17.4903,0.7973,0.9187,3.596,3.1994,4,30,30.0096,-0.0051,-43.7258,-67.8679,30.0098,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.986
,55.00200009,60.227,60.0144,34.1049,-17.5405,0.7744,1.0691,3.5214,3.1177,4,30,30.0072,-0.043,-43.8512,-67.8577,30.007,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.094
,55.2019999,60.2133,60.0096,34.2966,-16.7261,0.8254,0.8999,3.6447,3.2497,4,30,30.0048,0.0084,-41.8152,-67.903,30.0063,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.943
,55.40199995,60.2002,60.0096,34.1689,-17.3571,0.7858,0.9912,3.5486,3.1366,4,30,30.0048,-0.006,-43.3927,-67.9132,30.0048,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.051
,55.602,60.1878,60.0096,34.2328,-17.4622,0.7869,0.9187,3.559,3.1554,4,30,30.0048,0.0084,-43.6555,-67.9455,30.0046,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.029
,55.80200005,60.1757,60.0047,34.2328,-17.9532,0.748,1.0449,3.4567,3.0486,4,30,30.0024,-0.0465,-44.8829,-67.8393,30.0007,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.029
,56.00200009,60.1644,59.9949,34.1689,-16.1935,0.8738,0.9026,3.7761,3.3691,4,30,29.9974,-0.0125,-40.4838,-67.8,29.9993,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.051
,56.2019999,60.1535,59.9949,34.2328,-16.8901,0.8068,1.0261,3.5911,3.1806,4,30,29.9974,-0.0399,-42.2253,-67.7376,29.9977,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.029
,56.40199995,60.1433,59.9949,34.1689,-16.9642,0.8022,0.9241,3.5798,3.1554,4,30,29.9974,0.0024,-42.4105,-67.709,29.9975,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.051
,56.602,60.1335,59.9949,34.2966,-17.4043,0.7823,0.967,3.539,3.1303,4,30,29.9974,-0.0282,-43.5107,-67.6405,29.9964,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.029
,56.80200005,60.1241,59.9852,34.3604,-16.1227,0.8507,0.9375,3.693,3.2686,4,30,29.9926,-0.0203,-40.3069,-67.5174,29.9939,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.986
,57.01200008,60.115,59.9852,34.2328,-16.9093,0.8091,0.9724,3.7064,3.2434,4,30,29.9903,-0.0051,-40.2901,-67.3442,29.9912,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.051
