Heat Sink Temp,Block Temp,Iset,Imeasure
36.3051,95.0237,0.9154,1.8347
36.3051,95.034,1.0014,1.2169
36.2568,95.0005,1.2447,1.926
36.3051,95.0185,1.0792,1.0718
36.3534,95.0005,1.2144,1.9072
36.2568,95.0133,0.8353,1.5553
36.3534,94.9903,1.2372,1.7756
36.2568,95.0185,1.23,1.7514
36.4016,95.011,1.111,1.5822
36.4016,95.0032,1.4969,1.7971
36.4498,95.0005,1.5441,1.4318
36.3534,95.0005,1.3008,1.6655
36.4016,95.0313,1.3423,1.147
36.3534,95.0082,1.1705,1.7836
36.2084,95.026,0.8852,1.2518
36.2084,95.021,1.0424,1.7648
36.1115,95.0005,1.3558,1.5311
36.16,95.011,1.1981,1.7917
36.2084,95.0005,1.2181,1.9529
36.16,94.9852,1.452,2.0684
36.2084,94.9903,1.3677,2.0388
36.3051,94.9903,1.5663,1.2545
36.2084,94.9903,1.5777,1.2706
36.3051,94.9903,1.6485,1.2222
36.4016,95.011,1.2372,1.335
36.3051,95.0005,1.2957,1.9072
36.1115,95.0057,1.2757,1.6305
36.1115,94.9903,1.5355,1.7326
36.2568,95.0005,1.2757,1.7031
36.1115,95.0005,1.4595,1.3861
36.1115,95.0005,1.3103,1.7863
36.0145,95.0237,0.901,1.8078
36.3051,95.0082,1.0984,1.472
36.16,94.97,1.7444,1.7487
36.2084,95.0237,1.1924,1.3619
36.2084,94.9903,1.488,1.8803
35.9171,95.0133,3.8439,1.472
36.1115,94.9545,6.4,6.3394
36.1115,94.7801,6.4,6.044
36.1115,94.3345,6.4,6.1299
36.063,93.7126,6.4,6.0252
36.063,92.9661,6.4,6.0413
35.9171,92.1363,6.4,5.8962
36.16,91.4425,6.4,6.0547
36.063,90.5458,6.4,5.9043
36.2568,89.3654,6.4,5.9876
36.2568,88.6568,6.4,5.8479
36.2568,87.7004,6.4,5.9983
36.4498,86.7683,6.4,5.9338
36.4498,85.8168,6.4,5.9714
36.4498,84.8925,6.4,5.7458
36.6899,83.9387,5.9694,5.4261
36.6899,83.0018,4.9959,4.7976
36.8812,82.0985,4.2506,3.7499
37.0717,81.232,3.6475,3.2987
37.1191,80.4441,3.1936,2.6647
37.1191,79.6772,2.8176,2.3746
37.3087,78.9863,2.5479,1.9609
37.4032,78.361,2.315,1.7863
37.6386,77.744,2.2347,1.6466
37.7794,77.2273,2.1393,1.4371
37.9197,76.7082,2.0146,1.4935
38.1062,76.2571,2.0058,1.4747
38.0131,75.8162,2.0672,1.4908
38.0596,75.3631,2.1009,1.5929
38.3383,74.9601,2.157,1.5795
38.1991,74.5648,2.225,1.7031
38.6153,74.2592,2.3171,1.8481
38.477,73.852,2.353,1.8669
38.7533,73.4397,2.424,1.9368
38.7992,73.0282,2.4984,2.0227
38.845,72.6043,2.5408,1.9932
38.8908,72.2053,2.5771,2.1382
38.9366,71.7795,2.6265,2.157
39.0737,71.3489,2.6477,2.243
39.0737,70.9188,2.6925,2.2564
39.2104,70.5185,2.729,2.1705
39.2104,70.0787,2.7878,2.3639
39.2559,69.6371,2.799,2.2779
39.2104,69.2105,2.8259,2.4391
39.3467,68.7668,2.9083,2.3746
39.3921,68.3406,2.8685,2.4659
39.4374,67.9001,2.8986,2.5197
39.4827,67.4279,2.9764,2.5197
39.6183,66.9978,2.9695,2.6298
39.7085,66.5654,2.9612,2.474
39.6634,66.1235,3.0309,2.6459
39.6634,65.7874,3.0558,2.6781
39.6634,65.356,3.0711,2.6298
39.7535,64.9271,3.0465,2.7104
39.978,64.4742,3.0781,2.7184
40.0229,64.019,3.0704,2.5143
39.8434,63.6032,3.0519,2.7265
39.978,63.1611,3.0494,2.4606
40.0676,62.7434,3.0563,2.6674
40.0676,62.3236,3.0841,2.6889
40.2017,61.9115,3.1196,2.7722
40.2908,61.4849,3.144,2.7453
40.2908,61.0513,3.1686,2.7346
40.0676,60.6352,3.2048,2.9118
40.3353,60.2312,3.1928,2.7453
40.4686,59.8299,3.5746,2.8474
40.3353,59.4122,4.4162,4.1717
40.3353,58.9849,3.6148,3.4813
40.6016,58.5091,2.4273,2.6593
40.6016,58.0533,3.4482,3.0891
40.6016,57.6122,3.5921,2.3263
40.6016,57.2127,4.8067,3.7473
40.6458,56.7966,4.0735,4.1314
40.6458,56.4506,4.1914,4.6418
40.6901,55.8923,3.3194,4.0266
40.9106,55.4406,3.2983,3.8708
40.8665,55.3054,1.7773,1.8347
40.9985,55.3634,1.1084,1.5929
40.9106,55.6169,1.0296,1.6064
41.0424,55.885,3.797,2.1087
41.0424,56.175,4.0225,4.4215
41.0863,56.5254,3.8486,3.9863
41.1739,57.0263,3.2146,3.7876
41.2614,57.6559,1.7875,2.1409
41.2614,58.3248,0.2032,0.2928
41.1739,58.9361,-0.8164,0.3035
41.2177,59.3685,-0.6192,0.4029
41.2177,59.6161,0.0558,0.1048
41.1301,59.7619,0.6999,0.8166
41.1739,59.869,0.8868,1.0987
41.3051,59.9661,0.0208,1.1658
41.0863,60.078,-0.7674,0.5453
40.9985,60.1972,-1.3782,0.5399
41.1301,60.2384,-0.766,0.9053
40.9985,60.2287,-0.4158,0.2015
41.0863,60.1703,-0.0384,0.0618
40.9985,60.0974,0.3183,0.4244
40.9985,60.0562,0.1073,0.2525
41.1301,60.0341,0.0031,0.3976
40.8665,60.0415,-0.2719,0.2337
40.9985,60.0341,-0.0588,0.1934
40.9106,60.044,-0.0431,0.0752
40.9106,60.0488,-0.1421,0.1343
40.8225,60.0295,0.0842,0.3626
40.9106,60.0245,-0.0621,0.137
40.8225,60.0051,0.0905,0.2821
40.6458,60.0075,0.1038,0.1961
40.8665,60.0148,0.0721,0.1504
40.6901,60.027,-0.1503,0.3277
40.7343,60.0171,0.0425,0.1558
40.8225,60.0001,0.1515,0.2015
40.6901,60.0148,-0.1565,0.4325
40.7784,60.0001,0.0514,0.2955
40.6901,60.0051,0.0882,0.137
40.6016,60.0098,-0.0716,0.2122
40.6458,59.9978,0.2283,0.1477
40.6458,60.0148,0.2393,0.1343
40.6016,60.0148,0.0885,0.1074
40.6016,60.0051,0.073,0.2659
40.4243,59.9955,0.1142,0.2203
40.5573,60.0148,0.1623,0.1155
40.4243,59.9978,0.0437,0.3734
40.6016,60.0001,0.1156,0.325
40.513,59.9854,0.3167,0.5077
40.3353,60.0051,-0.1241,0.5077
40.3353,60.0098,0.0504,0.1773
40.3798,59.9978,0.1113,0.223
40.3353,59.993,-0.0074,0.4701
40.4243,59.9955,0.0761,0.1531
40.2462,59.9955,0.1488,0.4244
40.2017,60.0001,0.1492,0.2095
40.157,59.9955,0.1071,0.2579
40.2462,59.9955,0.1157,0.3841
40.3353,59.993,0.0088,0.5802
40.157,59.9854,0.2519,0.4459
40.157,60.0001,0.0479,0.1853
40.157,60.0123,-0.1099,0.3519
40.157,59.9955,0.0913,0.5802
39.978,60.0001,0.1474,0.1343
40.2017,59.993,0.148,0.2471
40.1123,60.0051,-0.022,0.274
39.9332,59.9955,0.1562,0.3438
39.978,59.9757,0.378,0.4808
39.8883,60.0051,0.0622,0.2767
39.8883,59.9854,0.231,0.5372
39.9332,60.0051,0.0087,0.1665
39.9332,59.9955,0.0368,0.4486
39.9332,60.0026,0.0746,0.3707
39.7535,60.0001,0.0901,0.4379
39.8883,60.0123,-0.1094,0.3358
39.8434,60.0123,-0.1223,0.4889
39.9332,60.0075,0.0256,0.1988
39.7985,59.9955,0.1944,0.3089
39.7535,59.9955,0.146,0.2364
39.7535,59.9978,0.015,0.5131
39.6634,59.9955,0.1504,0.1263
39.7085,59.9955,0.12,0.2821
39.5731,59.9955,0.1536,0.2579
39.8434,60.0098,-0.1911,0.5507
39.4374,60.0075,-0.0021,0.2901
39.7085,60.0051,-0.0574,0.599
39.8434,60.0001,0.0065,0.2767
39.5279,59.9955,0.074,0.3062
39.5279,59.9854,0.0467,0.4405
39.4827,59.9955,0.1485,0.2471
39.4827,59.993,0.2235,0.3653
39.5279,60.0001,0.0734,0.2901
39.3467,60.0051,0.1082,0.325
39.3013,60.0051,-0.0026,0.231
39.3921,59.9955,0.128,0.2606
39.3013,59.9978,0.0534,0.2794
39.2559,59.993,0.157,0.2256
39.1649,60.0026,0.0559,0.4352
39.3921,59.9978,0.2693,0.1451
39.2559,60.0001,0.7102,0.3626
39.3467,59.9978,0.4471,0.3116
39.2104,60.0001,0.158,0.2713
39.1193,59.9955,0.3151,0.1665
39.2104,60.0098,0.0545,0.0806
39.2104,60.0051,0.1337,0.2874
39.1649,60.0001,0.0572,0.6742
39.2559,60.0051,0.1199,0.2632
39.1649,60.0001,0.3138,0.2982
39.2104,60.0051,5.3469,2.5976
39.1649,59.9783,6.4,6.3448
39.0281,59.835,6.4,6.2508
38.9824,59.473,6.4,6.0869
38.9366,59.0017,6.4,6.2508
39.0737,58.4024,6.4,6.0655
38.8908,57.8207,6.4,6.2024
39.0281,57.3193,6.4,6.0466
39.0281,56.6829,6.4,6.1407
39.1649,56.0517,6.4,6.0869
39.0281,55.2331,6.4,6.0386
39.0281,54.7603,6.4,5.9741
39.1193,54.1093,6.4,6.0493
39.3467,53.4255,6.4,6.0064
39.3467,52.8048,6.4,5.9714
39.3467,52.1871,6.4,6.0896
39.5279,51.5772,6.4,6.001
39.6183,50.9414,6.4,6.1353
39.5731,50.3206,6.4,6.0332
39.5731,49.7484,6.4,6.0628
39.7985,49.136,6.4,5.9043
39.8434,48.5552,6.4,6.001
40.2017,47.9966,6.4,6.0681
40.157,47.4263,6.4,6.0117
40.3353,46.8614,6.4,6.0816
40.4243,46.3254,6.4,5.9634
40.4243,45.7592,6.4,6.1057
40.6016,45.2074,6.4,5.9177
40.6458,44.6847,6.4,6.1192
40.8225,44.1649,6.4,5.9822
40.9546,43.6432,6.4,6.0547
41.2177,43.1098,6.4,5.8613
41.3051,42.6268,6.4,5.9902
41.3051,42.1039,6.4,6.0305
41.4795,41.7492,6.4,5.9607
41.8265,41.142,6.4,6.0681
41.6967,40.797,6.4,5.9768
41.7833,40.3016,6.4,6.1165
41.9561,39.8206,6.4,5.9338
42.1283,39.3683,6.4,6.1245
42.2571,38.9067,6.4,5.9473
42.4284,38.4668,6.4,6.0413
42.5565,38.0129,6.4,5.9177
42.5565,37.5807,6.4,6.1004
42.7268,37.1297,6.4,6.1057
42.7693,36.7167,6.4,6.0869
42.9389,36.2618,6.4,5.9714
43.0658,35.8588,6.4,6.0869
43.2346,35.4512,6.4,6.0386
43.4027,35.0466,6.4,6.0278
43.4447,34.637,6.4,6.0171
43.4866,34.2584,6.4,5.9929
43.6957,33.8426,6.4,6.0869
43.7792,33.4412,6.4,5.9016
43.8625,33.0795,6.4,6.1084
44.1117,32.6901,6.4,6.0117
44.1117,32.3312,6.4,6.0789
44.1945,31.9514,6.4,5.9285
44.401,31.593,6.4,6.1084
44.401,31.2138,6.4,6.1568
44.7298,30.8789,6.4,6.0547
44.7707,30.5211,6.4,6.1299
45.0566,30.175,6.4,6.0278
44.9751,29.922,6.4,6.1111
44.9343,29.5948,6.4,5.9687
45.138,29.1705,6.4,6.1407
45.2193,28.906,6.4,6.0547
45.5029,28.5819,6.4,6.0493
45.5433,28.2644,6.4,6.0359
45.7852,27.9519,6.4,6.1407
45.8655,27.6374,6.4,6.1541
45.9457,27.3367,6.4,6.052
45.9057,27.0248,6.4,6.1648
46.1459,26.6945,6.4,6.0493
46.2657,26.422,6.4,6.1541
46.3454,26.1244,6.4,6.0413
46.3454,25.8405,6.4,6.1487
46.4647,25.557,6.4,6.0466
46.6631,25.2712,6.4,6.1917
46.7817,24.9924,6.4,6.0762
46.7817,24.7067,6.4,6.1595
46.9002,24.4306,6.4,6.0493
46.9791,24.1591,6.4,6.1138
47.0578,23.8969,6.4,6.0735
47.2149,23.6418,6.4,6.0681
47.3324,23.3637,6.4,6.138
47.4888,23.1086,6.4,5.9929
47.4498,22.8607,6.4,6.1729
47.6448,22.6035,6.4,6.1595
47.7227,22.3628,6.4,6.1648
47.7616,22.1083,6.4,6.0198
48.033,21.9408,6.4,6.0896
48.0717,21.684,2.7288,4.5477
48.1875,21.4779,3.0716,3.0703
48.2261,21.4869,2.471,3.0005
48.4571,21.9683,0.7085,1.1443
48.3417,22.3949,-0.9558,0.3223
48.6489,23.4144,-1.3145,0.7468
48.6872,23.7773,-1.3145,0.7468
48.7254,24.3523,-1.3145,0.7468
48.8019,24.9026,-1.3145,0.7468
48.9545,25.3426,-1.3145,0.7468
48.9164,25.9929,-1.3145,0.7468
48.8783,26.4081,-1.3145,0.7468
48.8783,27.0387,-1.3145,0.7468
49.0306,27.4386,-1.3145,0.7468
49.0687,27.8364,-1.3145,0.7468
48.9545,28.2414,-1.3145,0.7468
48.9164,28.6513,-1.3145,0.7468
48.7637,29.0035,-1.3145,0.7468
48.7637,29.3744,-1.3145,0.7468
48.7254,29.7271,-1.3145,0.7468
48.6105,30.0961,-1.3145,0.7468
48.7254,30.4817,-1.3145,0.7468
48.6105,30.7953,-1.3145,0.7468
48.4187,31.151,-1.3145,0.7468
48.2261,31.4745,-1.3145,0.7468
48.4955,31.8001,-1.3145,0.7468
48.3802,32.1447,-1.3145,0.7468
48.3032,32.4429,-1.3145,0.7468
48.1875,32.7647,-1.3145,0.7468
48.0717,33.0585,-1.3145,0.7468
48.033,33.3572,-1.3145,0.7468
47.9168,33.6744,-1.3145,0.7468
47.9943,33.9291,-1.3145,0.7468
47.8781,34.2352,-1.3145,0.7468
47.8004,34.4922,-1.3145,0.7468
47.6448,34.7751,-1.3145,0.7468
47.6059,35.0536,-1.3145,0.7468
47.4888,35.2876,-1.3145,0.7468
47.4107,35.5894,-1.3145,0.7468
47.4888,35.8072,-1.3145,0.7468
47.2541,36.0603,-1.3145,0.7468
47.2933,36.3229,-1.3145,0.7468
47.3324,36.5432,-1.3145,0.7468
47.0578,36.8014,-1.3145,0.7468
47.0578,37.0218,-1.3145,0.7468
46.9002,37.2519,-1.3145,0.7468
46.8608,37.4821,-1.3145,0.7468
46.9002,37.6839,-1.3145,0.7468
46.8213,37.9189,-1.3145,0.7468
46.6234,38.1163,-1.3145,0.7468
46.6234,38.3233,-1.3145,0.7468
46.6234,38.5491,-1.3145,0.7468
46.5838,38.7396,-1.3145,0.7468
46.4647,38.9537,-1.3145,0.7468
46.5044,39.1374,-1.3145,0.7468
46.5442,39.3304,-1.3145,0.7468
46.3852,39.5377,-1.3145,0.7468
46.425,39.7075,-1.3145,0.7468
46.1858,39.8984,-1.3145,0.7468
46.0259,40.0776,-1.3145,0.7468
45.9457,40.2449,-1.3145,0.7468
45.9457,40.4431,-1.3145,0.7468
45.9858,40.6036,-1.3145,0.7468
45.9057,40.7734,-1.3145,0.7468
45.9057,40.9387,-1.3145,0.7468
45.7852,41.0946,-1.3145,0.7468
45.6644,41.2646,-1.3145,0.7468
45.5837,41.4063,-1.3145,0.7468
45.7449,41.586,-1.3145,0.7468
45.5433,41.7231,-1.3145,0.7468
45.4625,41.8722,-1.3145,0.7468
45.5433,42.0377,-1.3145,0.7468
45.422,42.1818,-1.3145,0.7468
45.3005,42.3239,-1.3145,0.7468
45.3816,42.4636,-1.3145,0.7468
45.2193,42.6078,-1.3145,0.7468
45.3005,42.7498,-1.3145,0.7468
45.1787,42.8658,-1.3145,0.7468
44.9343,43.0151,-1.3145,0.7468
45.0159,43.1241,-1.3145,0.7468
45.0159,43.2709,-1.3145,0.7468
44.9343,43.3941,-1.3145,0.7468
44.8526,43.5175,-1.3145,0.7468
44.9751,43.655,-1.3145,0.7468
44.8526,43.7638,-1.3145,0.7468
44.7298,43.8874,-1.3145,0.7468
44.7707,44.0108,-1.3145,0.7468
44.7707,44.1293,-1.3145,0.7468
44.6888,44.2481,-1.3145,0.7468
44.6477,44.3525,-1.3145,0.7468
44.5245,44.4592,-1.3145,0.7468
44.401,44.566,-1.3145,0.7468
44.4422,44.6754,-1.3145,0.7468
44.3185,44.7868,-1.3145,0.7468
44.2772,44.8748,-1.3145,0.7468
44.3597,44.9794,-1.3145,0.7468
44.3185,45.0839,-1.3145,0.7468
44.1531,45.179,-1.3145,0.7468
44.1531,45.2883,-1.3145,0.7468
44.2358,45.3786,-1.3145,0.7468
44.1531,45.4548,-1.3145,0.7468
44.1117,45.5689,-1.3145,0.7468
44.1117,45.6543,-1.3145,0.7468
43.9041,45.7543,-1.3145,0.7468
43.7792,45.8162,-1.3145,0.7468
43.7792,45.9111,-1.3145,0.7468
43.9041,45.9993,-1.3145,0.7468
43.9041,46.0827,-1.3145,0.7468
43.9872,46.1732,-1.3145,0.7468
43.9457,46.254,-1.3145,0.7468
43.7792,46.3302,-1.3145,0.7468
43.7375,46.4159,-1.3145,0.7468
43.7375,46.4921,-1.3145,0.7468
43.5704,46.5733,-1.3145,0.7468
43.5285,46.6398,-1.3145,0.7468
43.5704,46.716,-1.3145,0.7468
43.4447,46.7922,-1.3145,0.7468
43.4866,46.8566,-1.3145,0.7468
43.4027,46.9376,-1.3145,0.7468
43.4866,46.9972,-1.3145,0.7468
43.3607,47.0641,-1.3145,0.7468
43.3187,47.1426,-1.3145,0.7468
43.2766,47.207,-1.3145,0.7468
43.2346,47.264,-1.3145,0.7468
43.1081,47.3261,-1.3145,0.7468
43.1081,47.3785,-1.3145,0.7468
43.1924,47.4692,-1.3145,0.7468
43.1924,47.517,-1.3145,0.7468
42.9813,47.5789,-1.3145,0.7468
42.9813,47.6361,-1.3145,0.7468
43.0658,47.6887,-1.3145,0.7468
43.1081,47.7459,-1.3145,0.7468
42.9813,47.7985,-1.3145,0.7468
42.9389,47.8653,-1.3145,0.7468
42.8966,47.9227,-1.3145,0.7468
42.8966,47.9703,-1.3145,0.7468
42.9389,48.018,-1.3145,0.7468
42.8542,48.0778,-1.3145,0.7468
42.6843,48.1325,-1.3145,0.7468
42.8118,48.1756,-1.3145,0.7468
42.7268,48.2232,-1.3145,0.7468
42.7268,48.2878,-1.3145,0.7468
42.6843,48.3236,-1.3145,0.7468
42.8118,48.3713,-1.3145,0.7468
42.5992,48.4,-1.3145,0.7468
42.5992,48.4574,-1.3145,0.7468
42.5992,48.5052,-1.3145,0.7468
42.4284,48.5527,-1.3145,0.7468
42.4284,48.591,-1.3145,0.7468
42.5138,48.6293,-1.3145,0.7468
42.3429,48.6653,-1.3145,0.7468
42.5565,48.7154,-1.3145,0.7468
42.3,48.7537,-1.3145,0.7468
42.3,48.7966,-1.3145,0.7468
42.3,48.83,-1.3145,0.7468
42.1713,48.866,-1.3145,0.7468
42.2142,48.9161,-1.3145,0.7468
42.2571,48.9424,-1.3145,0.7468
42.3,48.9782,-1.3145,0.7468
42.3,49.007,-1.3145,0.7468
42.1713,49.0596,-1.3145,0.7468
42.0853,49.0787,-1.3145,0.7468
42.2142,49.1217,-1.3145,0.7468
42.0853,49.1456,-1.3145,0.7468
42.1283,49.1766,-1.3145,0.7468
42.0853,49.2222,-1.3145,0.7468
42.0423,49.2437,-1.3145,0.7468
41.9992,49.2795,-1.3145,0.7468
41.9561,49.3154,-1.3145,0.7468
41.9129,49.3464,-1.3145,0.7468
41.9561,49.3657,-1.3145,0.7468
41.9561,49.404,-1.3145,0.7468
42.0853,49.4349,-1.3145,0.7468
41.8698,49.4518,-1.3145,0.7468
41.8698,49.4806,-1.3145,0.7468
41.9129,49.5138,-1.3145,0.7468
41.9129,49.5426,-1.3145,0.7468
41.7833,49.5595,-1.3145,0.7468
41.6967,49.5809,-1.3145,0.7468
41.6967,49.6194,-1.3145,0.7468
41.7833,49.6527,-1.3145,0.7468
41.6533,49.672,-1.3145,0.7468
41.74,49.6817,-1.3145,0.7468
41.6099,49.7198,-1.3145,0.7468
41.6533,49.7436,-1.3145,0.7468
41.6533,49.7749,-1.3145,0.7468
41.6099,49.7869,-1.3145,0.7468
41.6099,49.8132,-1.3145,0.7468
41.4795,49.8298,-1.3145,0.7468
41.6099,49.8538,-1.3145,0.7468
41.6099,49.8729,-1.3145,0.7468
41.6533,49.9018,-1.3145,0.7468
41.6533,49.9209,-1.3145,0.7468
41.4795,49.94,-1.3145,0.7468
41.4359,49.9663,-1.3145,0.7468
41.3924,49.9878,-1.3145,0.7468
41.4795,50.0166,-1.3145,0.7468
41.4359,50.0213,-1.3145,0.7468
41.3924,50.0476,-1.3145,0.7468
41.4795,50.0692,-1.3145,0.7468
41.3924,50.0835,-1.3145,0.7468
41.4795,50.1029,-1.3145,0.7468
41.3488,50.1218,-1.3145,0.7468
41.3924,50.1388,-1.3145,0.7468
41.2614,50.1675,-1.3145,0.7468
41.2614,50.1603,-1.3145,0.7468
41.3924,50.1914,-1.3145,0.7468
41.3488,50.2081,-1.3145,0.7468
41.3051,50.2466,-1.3145,0.7468
41.3051,50.2489,-1.3145,0.7468
41.2614,50.268,-1.3145,0.7468
41.1739,50.2777,-1.3145,0.7468
41.3488,50.2943,-1.3145,0.7468
41.3051,50.3137,-1.3145,0.7468
41.2614,50.3423,-1.3145,0.7468
41.2177,50.3423,-1.3145,0.7468
41.1301,50.3614,-1.3145,0.7468
41.2177,50.3879,-1.3145,0.7468
41.2614,50.3974,-1.3145,0.7468
41.0863,50.4045,-1.3145,0.7468
41.1301,50.4334,-1.3145,0.7468
41.3924,50.4502,-1.3145,0.7468
41.2177,50.4668,-1.3145,0.7468
41.0863,50.4742,-1.3145,0.7468
41.1739,50.4862,-1.3145,0.7468
41.1739,50.4908,-1.3145,0.7468
41.0424,50.5196,-1.3145,0.7468
41.1739,50.5388,-1.3145,0.7468
41.2177,50.5436,-1.3145,0.7468
41.0863,50.5747,-1.3145,0.7468
41.1301,50.5867,-1.3145,0.7468
41.1301,50.5914,-1.3145,0.7468
41.1301,50.6107,-1.3145,0.7468
41.1301,50.6155,-1.3145,0.7468
41.0424,50.6298,-1.3145,0.7468
41.1739,50.6393,-1.3145,0.7468
41.0863,50.6586,-1.3145,0.7468
41.0863,50.661,-1.3145,0.7468
41.0863,50.6778,-1.3145,0.7468
41.1301,50.6778,-1.3145,0.7468
41.0863,50.6873,-1.3145,0.7468
41.2614,50.7256,-1.3145,0.7468
41.1739,50.7066,-1.3145,0.7468
41.0863,50.7256,-1.3145,0.7468
41.1739,50.7449,-1.3145,0.7468
40.9546,50.7666,-1.3145,0.7468
41.0424,50.7737,-1.3145,0.7468
40.9985,50.7809,-1.3145,0.7468
41.0863,50.7975,-1.3145,0.7468
40.9546,50.7975,-1.3145,0.7468
41.1301,50.8145,-1.3145,0.7468
41.0863,50.8265,-1.3145,0.7468
41.1739,50.8311,-1.3145,0.7468
41.0863,50.8505,-1.3145,0.7468
40.9985,50.86,-1.3145,0.7468
40.9106,50.86,-1.3145,0.7468
41.0424,50.8791,-1.3145,0.7468
40.9546,50.8911,-1.3145,0.7468
41.1739,50.8888,-1.3145,0.7468
41.0863,50.8984,-1.3145,0.7468
41.0863,50.9079,-1.3145,0.7468
40.9985,50.9224,-1.3145,0.7468
40.9985,50.9271,-1.3145,0.7468
40.9546,50.9487,-1.3145,0.7468
41.0424,50.9464,-1.3145,0.7468
41.1301,50.9679,-1.3145,0.7468
40.9106,50.9559,-1.3145,0.7468
40.9985,50.975,-1.3145,0.7468
40.8665,50.9847,-1.3145,0.7468
40.9106,50.9944,-1.3145,0.7468
40.9985,50.9967,-1.3145,0.7468
40.9985,50.999,-1.3145,0.7468
40.9546,51.0133,-1.3145,0.7468
40.7784,51.023,-1.3145,0.7468
40.9985,51.023,-1.3145,0.7468
40.9106,51.0446,-1.3145,0.7468
40.9985,51.0518,-1.3145,0.7468
40.9546,51.0518,-1.3145,0.7468
40.9985,51.0518,-1.3145,0.7468
41.0424,51.0613,-1.3145,0.7468
40.8665,51.0806,-1.3145,0.7468
40.9546,51.0901,-1.3145,0.7468
40.8665,51.0806,-1.3145,0.7468
40.8665,51.1046,-1.3145,0.7468
41.0424,51.1117,-1.3145,0.7468
40.9106,51.1143,-1.3145,0.7468
41.0424,51.1237,-1.3145,0.7468
40.8665,51.1143,-1.3145,0.7468
40.8665,51.1309,-1.3145,0.7468
40.8225,51.1286,-1.3145,0.7468
40.9546,51.1406,-1.3145,0.7468
40.9985,51.1477,-1.3145,0.7468
40.9546,51.1597,-1.3145,0.7468
41.0863,51.1669,-1.3145,0.7468
40.9106,51.1765,-1.3145,0.7468
40.9106,51.1812,-1.3145,0.7468
40.9106,51.1862,-1.3145,0.7468
40.9106,51.1908,-1.3145,0.7468
40.8225,51.1957,-1.3145,0.7468
40.9985,51.2051,-1.3145,0.7468
41.0424,51.2051,-1.3145,0.7468
40.9546,51.2051,-1.3145,0.7468
40.9106,51.2222,-1.3145,0.7468
40.9106,51.2245,-1.3145,0.7468
40.8665,51.2388,-1.3145,0.7468
40.8225,51.2341,-1.3145,0.7468
40.7784,51.2436,-1.3145,0.7468
40.9985,51.2531,-1.3145,0.7468
40.9546,51.2676,-1.3145,0.7468
40.9106,51.2581,-1.3145,0.7468
40.8665,51.2676,-1.3145,0.7468
40.9106,51.2531,-1.3145,0.7468
40.8225,51.2821,-1.3145,0.7468
40.8225,51.2724,-1.3145,0.7468
40.7784,51.2821,-1.3145,0.7468
40.9106,51.2916,-1.3145,0.7468
40.9546,51.2916,-1.3145,0.7468
40.6901,51.2987,-1.3145,0.7468
40.8665,51.3107,-1.3145,0.7468
40.8225,51.3204,-1.3145,0.7468
40.9985,51.3107,-1.3145,0.7468
40.8665,51.3156,-1.3145,0.7468
40.8665,51.3301,-1.3145,0.7468
40.9106,51.3372,-1.3145,0.7468
40.9546,51.3301,-1.3145,0.7468
40.8225,51.3372,-1.3145,0.7468
40.7784,51.3397,-1.3145,0.7468
40.7784,51.3397,-1.3145,0.7468
40.8665,51.3397,-1.3145,0.7468
40.8665,51.354,-1.3145,0.7468
40.9106,51.3587,-1.3145,0.7468
40.7784,51.3684,-1.3145,0.7468
40.7784,51.3684,-1.3145,0.7468
40.9546,51.3587,-1.3145,0.7468
40.8665,51.378,-1.3145,0.7468
40.8225,51.3827,-1.3145,0.7468
40.8665,51.378,-1.3145,0.7468
40.7343,51.3877,-1.3145,0.7468
40.8665,51.3877,-1.3145,0.7468
40.9546,51.3852,-1.3145,0.7468
40.8225,51.3972,-1.3145,0.7468
40.7784,51.3972,-1.3145,0.7468
40.9546,51.4066,-1.3145,0.7468
40.7343,51.4043,-1.3145,0.7468
40.8665,51.3972,-1.3145,0.7468
40.8665,51.4163,-1.3145,0.7468
40.9106,51.4117,-1.3145,0.7468
40.7784,51.4163,-1.3145,0.7468
40.8665,51.4163,-1.3145,0.7468
40.7784,51.4331,-1.3145,0.7468
40.6901,51.426,-1.3145,0.7468
40.8665,51.4186,-1.3145,0.7468
40.9106,51.4357,-1.3145,0.7468
40.9106,51.4426,-1.3145,0.7468
40.8665,51.4357,-1.3145,0.7468
40.7784,51.4426,-1.3145,0.7468
40.7343,51.4546,-1.3145,0.7468
40.7784,51.462,-1.3145,0.7468
40.9546,51.4546,-1.3145,0.7468
40.8665,51.4546,-1.3145,0.7468
40.8225,51.4666,-1.3145,0.7468
40.8225,51.4571,-1.3145,0.7468
40.7343,51.4596,-1.3145,0.7468
40.8665,51.4643,-1.3145,0.7468
40.9106,51.4691,-1.3145,0.7468
40.9106,51.4763,-1.3145,0.7468
40.9985,51.4739,-1.3145,0.7468
40.9106,51.4906,-1.3145,0.7468
40.9106,51.4811,-1.3145,0.7468
40.8225,51.4906,-1.3145,0.7468
40.7343,51.4811,-1.3145,0.7468
40.9106,51.4883,-1.3145,0.7468
40.9546,51.4883,-1.3145,0.7468
40.8225,51.4931,-1.3145,0.7468
40.9546,51.5051,-1.3145,0.7468
40.9106,51.5028,-1.3145,0.7468
40.7343,51.5076,-1.3145,0.7468
40.8225,51.5028,-1.3145,0.7468
40.7784,51.5122,-1.3145,0.7468
40.8665,51.5028,-1.3145,0.7468
